date	clade_membership					
2021-08-08	21J (Delta)					
2021-10-26	21J (Delta)					
2021-11-15	21J (Delta)					
2021-07-27	21J (Delta)					
2021-12-15	21J (Delta)					
2021-09-09	21J (Delta)					
2021-11-28	21J (Delta)					
2021-11-11	21J (Delta)					
2021-12-03	21J (Delta)					
2021-11-16	21J (Delta)					
2021-11-18	21J (Delta)					
2021-09-12	21J (Delta)					
2021-10-09	21J (Delta)					
2021-10-19	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-12	21J (Delta)					
2021-10-08	21J (Delta)					
2021-11-27	21J (Delta)					
2021-11-20	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-08	21J (Delta)					
2021-12-08	21J (Delta)					
2021-12-08	21J (Delta)					
2021-11-23	21J (Delta)					
2021-11-23	21J (Delta)					
2021-12-01	21J (Delta)					
2021-10-08	21J (Delta)					
2021-10-24	21J (Delta)					
2021-11-27	21J (Delta)					
2021-12-01	21J (Delta)					
2021-10-07	21J (Delta)					
2021-11-23	21J (Delta)					
2021-11-23	21J (Delta)					
2021-11-28	21J (Delta)					
2021-12-08	21J (Delta)					
2021-11-20	21J (Delta)					
2021-12-15	21J (Delta)					
2021-12-15	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-08	21J (Delta)					
2021-11-08	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-13	21J (Delta)					
2021-11-11	21J (Delta)					
2021-11-29	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-09	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-28	21J (Delta)					
2021-09-27	21J (Delta)					
2021-12-10	21J (Delta)					
2021-11-18	21J (Delta)					
2021-09-21	21J (Delta)					
2021-10-11	21J (Delta)					
2021-10-09	21J (Delta)					
2021-10-06	21J (Delta)					
2021-10-07	21J (Delta)					
2021-10-07	21J (Delta)					
2021-10-04	21J (Delta)					
2021-10-13	21J (Delta)					
2021-10-17	21J (Delta)					
2021-11-09	21J (Delta)					
2021-11-15	21J (Delta)					
2021-11-15	21J (Delta)					
2021-11-12	21J (Delta)					
2021-10-25	21J (Delta)					
2021-09-15	21J (Delta)					
2021-11-15	21J (Delta)					
2021-09-16	21J (Delta)					
2021-10-26	21J (Delta)					
2021-11-07	21J (Delta)					
2021-10-15	21J (Delta)					
2021-10-28	21J (Delta)					
2021-09-29	21J (Delta)					
2021-11-06	21J (Delta)					
2021-09-17	21J (Delta)					
2021-11-28	21J (Delta)					
2021-10-20	21J (Delta)					
2021-10-11	21J (Delta)					
2021-10-13	21J (Delta)					
2021-09-16	21J (Delta)					
2021-12-02	21J (Delta)					
2021-10-31	21J (Delta)					
2021-12-10	21J (Delta)					
2021-10-22	21J (Delta)					
2021-11-11	21J (Delta)					
2021-11-08	21J (Delta)					
2021-11-06	21J (Delta)					
2021-11-08	21J (Delta)					
2021-10-09	21J (Delta)					
2021-06-20	21J (Delta)					
2021-11-10	21J (Delta)					
2021-11-10	21J (Delta)					
2021-12-01	21J (Delta)					
2021-09-28	21J (Delta)					
2021-10-07	21J (Delta)					
2021-11-29	21J (Delta)					
2021-10-04	21J (Delta)					
2021-11-29	21J (Delta)					
2021-05-19	21J (Delta)					
2021-09-29	21J (Delta)					
2021-09-02	21J (Delta)					
2021-09-07	21J (Delta)					
2021-10-18	21J (Delta)					
2021-11-17	21J (Delta)					
2021-10-13	21J (Delta)					
2021-11-16	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-24	21J (Delta)					
2021-11-02	21J (Delta)					
2021-09-21	21J (Delta)					
2021-12-18	21J (Delta)					
2021-10-26	21J (Delta)					
2021-12-09	21J (Delta)					
2021-10-06	21J (Delta)					
2021-11-21	21J (Delta)					
2021-11-14	21J (Delta)					
2021-11-22	21J (Delta)					
2021-11-08	21J (Delta)					
2021-09-24	21J (Delta)					
2021-10-30	21J (Delta)					
2021-11-10	21J (Delta)					
2021-11-16	21J (Delta)					
2021-10-22	21J (Delta)					
2021-12-09	21J (Delta)					
2021-11-29	21J (Delta)					
2021-12-09	21J (Delta)					
2021-07-15	21J (Delta)					
2021-10-12	21J (Delta)					
2021-11-24	21J (Delta)					
2021-09-25	21J (Delta)					
2021-11-23	21J (Delta)					
2021-11-20	21J (Delta)					
2021-09-18	21J (Delta)					
2021-09-24	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-29	21J (Delta)					
2021-10-10	21J (Delta)					
2021-10-25	21J (Delta)					
2021-11-27	21J (Delta)					
2021-10-29	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-29	21J (Delta)					
2021-10-17	21J (Delta)					
2021-12-12	21J (Delta)					
2021-09-02	21J (Delta)					
2021-11-06	21J (Delta)					
2021-09-18	21J (Delta)					
2021-09-26	21J (Delta)					
2021-10-22	21J (Delta)					
2021-10-28	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-09	21J (Delta)					
2021-10-25	21J (Delta)					
2021-12-02	21J (Delta)					
2021-10-12	21J (Delta)					
2021-12-13	21J (Delta)					
2021-08-18	21J (Delta)					
2021-08-17	21J (Delta)					
2021-08-04	21J (Delta)					
2021-11-26	21J (Delta)					
2021-10-24	21J (Delta)					
2021-10-25	21J (Delta)					
2021-10-07	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-05	21J (Delta)					
2021-10-08	21J (Delta)					
2021-10-27	21J (Delta)					
2021-10-26	21J (Delta)					
2021-11-15	21J (Delta)					
2021-11-23	21J (Delta)					
2021-09-15	21J (Delta)					
2021-10-11	21J (Delta)					
2021-11-07	21J (Delta)					
2021-10-14	21J (Delta)					
2021-11-29	21J (Delta)					
2021-09-23	21J (Delta)					
2021-12-01	21J (Delta)					
2021-09-06	21J (Delta)					
2021-10-22	21J (Delta)					
2021-08-08	21J (Delta)					
2021-08-24	21J (Delta)					
2021-09-05	21J (Delta)					
2021-11-18	21J (Delta)					
2021-09-25	21J (Delta)					
2021-10-20	21J (Delta)					
2021-09-06	21J (Delta)					
2021-10-03	21J (Delta)					
2021-09-20	21J (Delta)					
2021-10-12	21J (Delta)					
2021-10-14	21J (Delta)					
2021-09-27	21J (Delta)					
2021-10-07	21J (Delta)					
2021-11-08	21J (Delta)					
2021-12-03	21J (Delta)					
2021-06-03	21J (Delta)					
2021-10-28	21J (Delta)					
2021-11-22	21J (Delta)					
2021-12-01	21J (Delta)					
2021-11-21	21J (Delta)					
2021-12-01	21J (Delta)					
2021-10-18	21J (Delta)					
2021-11-13	21J (Delta)					
2021-11-18	21J (Delta)					
2021-11-23	21J (Delta)					
2021-11-16	21J (Delta)					
2021-11-04	21J (Delta)					
2021-12-15	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-20	21J (Delta)					
2021-11-12	21J (Delta)					
2021-10-01	21J (Delta)					
2021-10-14	21J (Delta)					
2021-08-17	21J (Delta)					
2021-09-30	21J (Delta)					
2021-11-13	21J (Delta)					
2021-11-12	21J (Delta)					
2021-09-29	21J (Delta)					
2021-11-11	21J (Delta)					
2021-12-12	21J (Delta)					
2021-11-30	21J (Delta)					
2021-08-28	21J (Delta)					
2021-10-18	21J (Delta)					
2021-11-15	21J (Delta)					
2021-10-30	21J (Delta)					
2021-12-13	21J (Delta)					
2021-11-09	21J (Delta)					
2021-09-04	21J (Delta)					
2021-11-30	21J (Delta)					
2021-11-18	21J (Delta)					
2021-09-06	21J (Delta)					
